"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"All Sites Combined"	"00"	"North Dakota"	"38"	"Male"	"M"	"White"	"2106-3"	21128	3635549	539.4	581.2
	"All Sites Combined"	"00"	"Ohio"	"39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2050	1249202	235.1	164.1
	"All Sites Combined"	"00"	"Ohio"	"39"	"Female"	"F"	"Black or African American"	"2054-5"	35587	9811825	404.5	362.7
	"All Sites Combined"	"00"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	334143	65102464	421.6	513.3
	"All Sites Combined"	"00"	"Ohio"	"39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1647	1168898	262.7	140.9
	"All Sites Combined"	"00"	"Ohio"	"39"	"Male"	"M"	"Black or African American"	"2054-5"	38829	8918410	612.6	435.4
	"All Sites Combined"	"00"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	342472	62240563	534.9	550.2
	"All Sites Combined"	"00"	"Oklahoma"	"40"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1030	449372	325.0	229.2
	"All Sites Combined"	"00"	"Oklahoma"	"40"	"Female"	"F"	"Black or African American"	"2054-5"	6193	1949626	411.0	317.7
	"All Sites Combined"	"00"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	94497	18897790	407.1	500.0
	"All Sites Combined"	"00"	"Oklahoma"	"40"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	813	417817	435.3	194.6
	"All Sites Combined"	"00"	"Oklahoma"	"40"	"Male"	"M"	"Black or African American"	"2054-5"	7056	1918361	634.4	367.8
	"All Sites Combined"	"00"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	103588	18426252	533.9	562.2
	"All Sites Combined"	"00"	"Oregon"	"41"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2283	1042873	282.8	218.9
	"All Sites Combined"	"00"	"Oregon"	"41"	"Female"	"F"	"Black or African American"	"2054-5"	1209	495785	383.8	243.9
	"All Sites Combined"	"00"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	113138	21840826	434.7	518.0
	"All Sites Combined"	"00"	"Oregon"	"41"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1817	930425	330.8	195.3
	"All Sites Combined"	"00"	"Oregon"	"41"	"Male"	"M"	"Black or African American"	"2054-5"	1704	564062	579.5	302.1
	"All Sites Combined"	"00"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	117022	21445804	525.8	545.7
	"All Sites Combined"	"00"	"Pennsylvania"	"42"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3883	2083978	257.5	186.3
	"All Sites Combined"	"00"	"Pennsylvania"	"42"	"Female"	"F"	"Black or African American"	"2054-5"	38905	9540248	443.5	407.8
	"All Sites Combined"	"00"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	426070	71632280	449.0	594.8
	"All Sites Combined"	"00"	"Pennsylvania"	"42"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3315	1981412	286.7	167.3
	"All Sites Combined"	"00"	"Pennsylvania"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	41061	8660896	675.8	474.1
	"All Sites Combined"	"00"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	441644	67866470	574.6	650.8
	"All Sites Combined"	"00"	"Rhode Island"	"44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	293	218164	215.3	134.3
	"All Sites Combined"	"00"	"Rhode Island"	"44"	"Female"	"F"	"Black or African American"	"2054-5"	1186	497568	350.0	238.4
	"All Sites Combined"	"00"	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	37447	6353945	465.4	589.4
	"All Sites Combined"	"00"	"Rhode Island"	"44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	289	200331	286.7	144.3
	"All Sites Combined"	"00"	"Rhode Island"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	1266	488001	512.9	259.4
	"All Sites Combined"	"00"	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	37859	5889929	604.9	642.8
	"All Sites Combined"	"00"	"South Carolina"	"45"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	383320	Suppressed	Suppressed
	"All Sites Combined"	"00"	"South Carolina"	"45"	"Female"	"F"	"Black or African American"	"2054-5"	30285	8719044	375.6	347.3
	"All Sites Combined"	"00"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	98605	19550032	412.1	504.4
	"All Sites Combined"	"00"	"South Carolina"	"45"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	347200	Suppressed	Suppressed
	"All Sites Combined"	"00"	"South Carolina"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	36185	7713239	640.6	469.1
	"All Sites Combined"	"00"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	112714	19047574	558.0	591.7
	"All Sites Combined"	"00"	"South Dakota"	"46"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	64	42287	277.6	151.3
	"All Sites Combined"	"00"	"South Dakota"	"46"	"Female"	"F"	"Black or African American"	"2054-5"	60	47348	368.4	126.7
	"All Sites Combined"	"00"	"South Dakota"	"46"	"Female"	"F"	"White"	"2106-3"	19612	3842520	405.1	510.4
	"All Sites Combined"	"00"	"South Dakota"	"46"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	40	38890	290.7	102.9
	"All Sites Combined"	"00"	"South Dakota"	"46"	"Male"	"M"	"Black or African American"	"2054-5"	81	67798	369.7	119.5
	"All Sites Combined"	"00"	"South Dakota"	"46"	"Male"	"M"	"White"	"2106-3"	22344	3816061	533.7	585.5
	"All Sites Combined"	"00"	"Tennessee"	"47"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	788	405867	274.9	194.2
	"All Sites Combined"	"00"	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	15637	4500918	403.4	347.4
	"All Sites Combined"	"00"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	103229	20350537	415.9	507.3
	"All Sites Combined"	"00"	"Tennessee"	"47"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	624	371888	338.0	167.8
	"All Sites Combined"	"00"	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	16224	4022793	605.3	403.3
	"All Sites Combined"	"00"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	116359	19620058	554.8	593.1
	"All Sites Combined"	"00"	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	9518	5709736	230.8	166.7
	"All Sites Combined"	"00"	"Texas"	"48"	"Female"	"F"	"Black or African American"	"2054-5"	61304	18930941	407.8	323.8
	"All Sites Combined"	"00"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	493896	124597860	399.2	396.4
	"All Sites Combined"	"00"	"Texas"	"48"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	8169	5496184	281.6	148.6
	"All Sites Combined"	"00"	"Texas"	"48"	"Male"	"M"	"Black or African American"	"2054-5"	68107	17672800	638.3	385.4
	"All Sites Combined"	"00"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	543013	123786510	533.8	438.7
	"All Sites Combined"	"00"	"Utah"	"49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	862	509711	263.3	169.1
	"All Sites Combined"	"00"	"Utah"	"49"	"Female"	"F"	"Black or African American"	"2054-5"	238	184856	310.5	128.7
	"All Sites Combined"	"00"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	45912	15180034	359.9	302.4
	"All Sites Combined"	"00"	"Utah"	"49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	717	483697	313.3	148.2
	"All Sites Combined"	"00"	"Utah"	"49"	"Male"	"M"	"Black or African American"	"2054-5"	380	235104	465.9	161.6
	"All Sites Combined"	"00"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	55167	15272989	501.1	361.2
	"All Sites Combined"	"00"	"Vermont"	"50"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	85	52895	281.6	160.7
	"All Sites Combined"	"00"	"Vermont"	"50"	"Female"	"F"	"Black or African American"	"2054-5"	36	36846	213.9	97.7
	"All Sites Combined"	"00"	"Vermont"	"50"	"Female"	"F"	"White"	"2106-3"	21461	3981674	448.1	539.0
	"All Sites Combined"	"00"	"Vermont"	"50"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	46	43614	213.8	105.5
	"All Sites Combined"	"00"	"Vermont"	"50"	"Male"	"M"	"Black or African American"	"2054-5"	66	45600	317.6	144.7
	"All Sites Combined"	"00"	"Vermont"	"50"	"Male"	"M"	"White"	"2106-3"	22467	3849478	556.8	583.6
	"All Sites Combined"	"00"	"Virginia"	"51"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4214	2049031	254.9	205.7
	"All Sites Combined"	"00"	"Virginia"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	26565	7437235	386.2	357.2
	"All Sites Combined"	"00"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	121410	25869681	402.0	469.3
	"All Sites Combined"	"00"	"Virginia"	"51"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3221	1862911	287.6	172.9
	"All Sites Combined"	"00"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	30424	6804050	604.4	447.1
	"All Sites Combined"	"00"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	128614	25350854	507.7	507.3
	"All Sites Combined"	"00"	"Washington"	"53"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	8724	3368532	305.3	259.0
	"All Sites Combined"	"00"	"Washington"	"53"	"Female"	"F"	"Black or African American"	"2054-5"	4115	1642644	404.0	250.5
	"All Sites Combined"	"00"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	179421	35294820	453.3	508.3
	"All Sites Combined"	"00"	"Washington"	"53"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	6933	2971798	374.8	233.3
	"All Sites Combined"	"00"	"Washington"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	5846	1865321	618.5	313.4
	"All Sites Combined"	"00"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	191333	35136796	565.9	544.5
	"All Sites Combined"	"00"	"West Virginia"	"54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	174	84296	258.3	206.4
	"All Sites Combined"	"00"	"West Virginia"	"54"	"Female"	"F"	"Black or African American"	"2054-5"	1611	407105	379.0	395.7
	"All Sites Combined"	"00"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	66074	11588707	440.6	570.2
	"All Sites Combined"	"00"	"West Virginia"	"54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	135	78570	288.8	171.8
	"All Sites Combined"	"00"	"West Virginia"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	1963	445284	601.5	440.8
	"All Sites Combined"	"00"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	72108	11079503	573.8	650.8
	"All Sites Combined"	"00"	"Wisconsin"	"55"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1143	795144	271.0	143.7
	"All Sites Combined"	"00"	"Wisconsin"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	6706	2393258	433.1	280.2
	"All Sites Combined"	"00"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	166422	32753416	423.0	508.1
	"All Sites Combined"	"00"	"Wisconsin"	"55"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	854	772473	286.0	110.6
	"All Sites Combined"	"00"	"Wisconsin"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	7879	2284836	689.5	344.8
	"All Sites Combined"	"00"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	179325	32217093	541.8	556.6
	"All Sites Combined"	"00"	"Wyoming"	"56"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	81	33023	336.7	245.3
	"All Sites Combined"	"00"	"Wyoming"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	66	33155	340.7	199.1
	"All Sites Combined"	"00"	"Wyoming"	"56"	"Female"	"F"	"White"	"2106-3"	13869	3198299	392.1	433.6
	"All Sites Combined"	"00"	"Wyoming"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	34	26288	236.9	129.3
	"All Sites Combined"	"00"	"Wyoming"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	85	43802	438.7	194.1
	"All Sites Combined"	"00"	"Wyoming"	"56"	"Male"	"M"	"White"	"2106-3"	16604	3286940	513.4	505.2
	"Brain and Other Nervous System"	"31010-31040"	"Alabama"	"01"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	320483	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Alabama"	"01"	"Female"	"F"	"Black or African American"	"2054-5"	231	7866002	3.1	2.9
	"Brain and Other Nervous System"	"31010-31040"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	1515	20181987	6.5	7.5
	"Brain and Other Nervous System"	"31010-31040"	"Alabama"	"01"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	298622	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Alabama"	"01"	"Male"	"M"	"Black or African American"	"2054-5"	265	6843834	4.6	3.9
	"Brain and Other Nervous System"	"31010-31040"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	1795	19486260	8.7	9.2
	"Brain and Other Nervous System"	"31010-31040"	"Alaska"	"02"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	281548	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Alaska"	"02"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	177009	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Alaska"	"02"	"Female"	"F"	"White"	"2106-3"	177	2987209	6.7	5.9
	"Brain and Other Nervous System"	"31010-31040"	"Alaska"	"02"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	255851	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Alaska"	"02"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	201330	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Alaska"	"02"	"Male"	"M"	"White"	"2106-3"	258	3297822	9.1	7.8
	"Brain and Other Nervous System"	"31010-31040"	"Arizona"	"04"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	23	1165180	2.2	2.0
	"Brain and Other Nervous System"	"31010-31040"	"Arizona"	"04"	"Female"	"F"	"Black or African American"	"2054-5"	39	1548071	2.8	2.5
	"Brain and Other Nervous System"	"31010-31040"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	2202	33111269	6.1	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Arizona"	"04"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	33	1054658	4.0	3.1
	"Brain and Other Nervous System"	"31010-31040"	"Arizona"	"04"	"Male"	"M"	"Black or African American"	"2054-5"	44	1683233	3.2	2.6
	"Brain and Other Nervous System"	"31010-31040"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	2631	32852345	7.9	8.0
	"Brain and Other Nervous System"	"31010-31040"	"Arkansas"	"05"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	201219	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Arkansas"	"05"	"Female"	"F"	"Black or African American"	"2054-5"	83	2369184	3.8	3.5
	"Brain and Other Nervous System"	"31010-31040"	"Arkansas"	"05"	"Female"	"F"	"White"	"2106-3"	785	11702933	5.8	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Arkansas"	"05"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	184781	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Arkansas"	"05"	"Male"	"M"	"Black or African American"	"2054-5"	92	2140382	5.0	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Arkansas"	"05"	"Male"	"M"	"White"	"2106-3"	933	11395424	7.7	8.2
	"Brain and Other Nervous System"	"31010-31040"	"California"	"06"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	947	33023849	3.0	2.9
	"Brain and Other Nervous System"	"31010-31040"	"California"	"06"	"Female"	"F"	"Black or African American"	"2054-5"	548	17285540	3.4	3.2
	"Brain and Other Nervous System"	"31010-31040"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	10633	179093638	5.8	5.9
	"Brain and Other Nervous System"	"31010-31040"	"California"	"06"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1115	30349252	4.1	3.7
	"Brain and Other Nervous System"	"31010-31040"	"California"	"06"	"Male"	"M"	"Black or African American"	"2054-5"	629	16750683	4.6	3.8
	"Brain and Other Nervous System"	"31010-31040"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	13701	180118309	8.2	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Colorado"	"08"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	34	989465	4.3	3.4
	"Brain and Other Nervous System"	"31010-31040"	"Colorado"	"08"	"Female"	"F"	"Black or African American"	"2054-5"	48	1344573	4.2	3.6
	"Brain and Other Nervous System"	"31010-31040"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	1664	27437536	6.0	6.1
	"Brain and Other Nervous System"	"31010-31040"	"Colorado"	"08"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	30	869388	6.0	3.5
	"Brain and Other Nervous System"	"31010-31040"	"Colorado"	"08"	"Male"	"M"	"Black or African American"	"2054-5"	41	1463809	3.3	2.8
	"Brain and Other Nervous System"	"31010-31040"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	2130	27691573	8.2	7.7
	"Brain and Other Nervous System"	"31010-31040"	"Connecticut"	"09"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	16	818243	2.2	2.0
	"Brain and Other Nervous System"	"31010-31040"	"Connecticut"	"09"	"Female"	"F"	"Black or African American"	"2054-5"	73	2600498	3.1	2.8
	"Brain and Other Nervous System"	"31010-31040"	"Connecticut"	"09"	"Female"	"F"	"White"	"2106-3"	1469	19869290	6.4	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Connecticut"	"09"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	21	786212	2.7	2.7
	"Brain and Other Nervous System"	"31010-31040"	"Connecticut"	"09"	"Male"	"M"	"Black or African American"	"2054-5"	76	2370109	3.6	3.2
	"Brain and Other Nervous System"	"31010-31040"	"Connecticut"	"09"	"Male"	"M"	"White"	"2106-3"	1788	18836257	9.1	9.5
	"Brain and Other Nervous System"	"31010-31040"	"Delaware"	"10"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	169669	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Delaware"	"10"	"Female"	"F"	"Black or African American"	"2054-5"	41	1243727	3.7	3.3
	"Brain and Other Nervous System"	"31010-31040"	"Delaware"	"10"	"Female"	"F"	"White"	"2106-3"	312	4204706	6.6	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Delaware"	"10"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	158200	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Delaware"	"10"	"Male"	"M"	"Black or African American"	"2054-5"	50	1117794	5.3	4.5
	"Brain and Other Nervous System"	"31010-31040"	"Delaware"	"10"	"Male"	"M"	"White"	"2106-3"	374	4013576	8.7	9.3
	"Brain and Other Nervous System"	"31010-31040"	"District of Columbia"	"11"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	129268	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"District of Columbia"	"11"	"Female"	"F"	"Black or African American"	"2054-5"	90	1985307	4.2	4.5
	"Brain and Other Nervous System"	"31010-31040"	"District of Columbia"	"11"	"Female"	"F"	"White"	"2106-3"	69	1239751	6.8	5.6
	"Brain and Other Nervous System"	"31010-31040"	"District of Columbia"	"11"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	100183	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"District of Columbia"	"11"	"Male"	"M"	"Black or African American"	"2054-5"	90	1652044	5.4	5.4
	"Brain and Other Nervous System"	"31010-31040"	"District of Columbia"	"11"	"Male"	"M"	"White"	"2106-3"	92	1244686	8.6	7.4
	"Brain and Other Nervous System"	"31010-31040"	"Florida"	"12"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	73	3029035	2.7	2.4
	"Brain and Other Nervous System"	"31010-31040"	"Florida"	"12"	"Female"	"F"	"Black or African American"	"2054-5"	658	19240263	3.8	3.4
	"Brain and Other Nervous System"	"31010-31040"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	7169	94168990	6.2	7.6
	"Brain and Other Nervous System"	"31010-31040"	"Florida"	"12"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	96	2659377	4.5	3.6
	"Brain and Other Nervous System"	"31010-31040"	"Florida"	"12"	"Male"	"M"	"Black or African American"	"2054-5"	760	17861137	5.0	4.3
	"Brain and Other Nervous System"	"31010-31040"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	8811	90701923	8.4	9.7
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	44	1830996	3.2	2.4
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"Female"	"F"	"Black or African American"	"2054-5"	600	18818616	3.6	3.2
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	2529	38589303	6.2	6.6
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	46	1748288	3.2	2.6
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"Male"	"M"	"Black or African American"	"2054-5"	574	16705197	4.3	3.4
	"Brain and Other Nervous System"	"31010-31040"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	3126	38427644	8.5	8.1
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	181	6236232	2.6	2.9
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	179818	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"Female"	"F"	"White"	"2106-3"	133	1903357	6.0	7.0
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	224	5903372	3.8	3.8
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	252999	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Hawaii"	"15"	"Male"	"M"	"White"	"2106-3"	185	2207496	8.0	8.4
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	143664	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	66305	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"Female"	"F"	"White"	"2106-3"	554	8921871	6.1	6.2
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	125045	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	85193	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Idaho"	"16"	"Male"	"M"	"White"	"2106-3"	778	8969713	8.9	8.7
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3710831	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"Female"	"F"	"Black or African American"	"2054-5"	419	13438855	3.3	3.1
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	4421	66112731	6.2	6.7
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3520181	Suppressed	Suppressed
	"Brain and Other Nervous System"	"31010-31040"	"Illinois"	"17"	"Male"	"M"	"Black or African American"	"2054-5"	473	11887774	4.8	4.0
